tweet,label
RT <USER> ما دام   والنواياا نظيفه ماهمني نُاس اظُلمتني وسبت اللي يبُي يغتاب يغتاب بكيفه ماني مربي لي بشُر ما تربت.. ✋,trust
"""RT <USER> شف اكذب معايده :""""   بالعيد مو علشانه عيدعلشانه فرصه اني اعايدك """" """"شوف النصّاب""""""",happy
RT <USER> “ الواطي يبقى طول عمره واطي !!من تربى في بيئة نتنة و !لن تجد في جعبته إلا ما يدل على مستوى تربيته !!حتى وان قدم نفسه (…,disgust
يجيني انهيار   لما الشخص يستفزني بشي انا نهيته عنه ورجع سواه.✨😿,anger
" من كل شي،تعبانه والله.",disgust
"RT <USER> -   اموت-ليه؟-الايام دي ناس كتير كويسه بتموت- طيب دول الناس الكويسه ، احنا في الامان",fear
"""RT <USER> لم ارى ا  من تغطية """"قناة العربية"""" للاحداث عندما يتعلق الامر بشؤون المسلمين#العراق_يتحرر""",disgust
<USER> <USER> <USER> <USER> ياخي حتى م صرنا متفائلين كثير من ناحية الدعم من القطاع الخاص خصوصا هالمره لا تفشلونا عاد,anticipation
<USER> <USER> <USER> ههههههههههههههه  لواحدة تانية هي اللي تطلع من هدومها هههههههههه وتبطحه بطوبة,fear
"""RT <USER>   شغلانه السايس دي تتطور.. والاقي بعدين واحد بيعديني الشارع ويقولي """"هات خمسة جنيه """"""",fear
<USER> <USER> والله   راح حسين ما زعلنه نزعل على السنجوب,happy
 بفرحة الناس اللي احبهم اني تخرجت 💕 اهلي و اسومتي و صديقاتي كلهم,happy
"""RT <USER> كانت لين الصعيدي تنظر لاباها وهو ينشد بذهول وتسال نفسها هل الابداع ولد مني بالفطرة ام اقتبسته من ابي؟ """"اجوبتكم"""" <URL>""",surprise
RT <USER> انا متفائل بهالمباراه .. كل مباراه نقدم فيها مستوى ممتاز نخسرها او نتعادل .. مستوى سيء تفوز .. حشيش الخال,anticipation
<USER> احنا  ين بخروج نابولي لان اليوفي راح يحصل على 9 مليون زيادة ههههه,happy
RT <USER>  قوي...السيسي ده طلع جامد جداااا. <URL>,happy
"""RT <USER> فيك ما يسرق من الدهشه عقول ،،طول عنق ، نحف خصر ، وسع عين """"لحظه ! / انا امر ، في حالة ذهول ،،انتي حلوه صدق .. ولا ( تمز…""",surprise
_ومن باب -  عليك مني- قررت اكون الساكت الهادي اللي مكتفي بس بحُبك تارك اشياء المفروض تُحكى.,fear
 لان شعري يتساقط بشكل فظيع.,sad
عموما  فيهم. عقبال الاوساخ اللي اسمهم اتصالات قعدت ٣ اسابيع في مصر بدفع فلوس ومعنديش شبكة والـ 3G كانت من الاحلام,happy
"قال رسول الله ﷺ(إن هذه المساجد لا تصلح لشيء من هذا البول ولا ال ، إنما هي لذكر الله تعالى، وقراءة القرآن) رياض الصالحين #ريال_مدريد",disgust
 دايماً لوجودك.ما احس بالحزن داخلي ما دمتي بقربي ومعي وبي.,happy
العم خالد السلطان ماذكر عنه الكذب والحقيقه انا اثق فيه الي ابعد حدالله يطيل في عمره على الطاعه <URL>,trust
RT <USER> <USER> ارسنال لعبته ملها مصابه   علي سانشيز والله 😂,fear
انا قبل كانت عندي طولة بال مو طبيعية مدري وش صار وقلبت   واي شي ينرفزني 🙁,anger
<USER>  من موهبتي الحمد لله..وعمري م قلتها غرور..بس بس دام البعض يقول غرور...اووك غرور وارتاحوا,trust
RT <USER> <USER> حالة التاثير مابعد الموقف يجعل من عقولنا في ذهول تاااام ... حد الشلل,surprise
RT <USER> <USER> <USER>   لاني بالصدارة بس غيري مدري ليه  ,happy
RT <USER> <USER> الإخوان بيشجعوا الانجليز..بيمنحوهم اللجوء السياسي ويتركوهم يزاولوا نشاطاتهم ال وتخطيطهم ضد مصر عندهم..يبقي لازم يشج…,disgust
RT <USER> شاربك حد الثماله .. هايمك حد الذهول ..!!,surprise
الحين انتي  ه؟ الستوري مالش كامل اغاني مال سياره ؟ دام انتي   :),happy
<USER> والله فاتك و  من هالشي يابنت ابوها,trust
RT <USER> ومازال تاثير #السيسى مستمرا   المره الجايه يسلط الستات علينا :) <URL>,fear
عايزه اعرف عايزه اعرف لتكون   لتكون غضبااااان انا عايزه اعرف ...,anger
"""<USER> متعودين علا الخيابه والنقاصه كل ماقالت البنت احب قلتو حبت واحد من الشارع لي انه انتم كذا المحبه بس ف الحرام اما الزوجه لا""""جيل  (:""",disgust
RT <USER> لاعب ويسترن سدني اللي تهاوش مع ناصر الشمراني قال عنه خنزير   بحسابه بتويتراجلللد داخل الملعب وخارج الملعب ياشنب <URL>,disgust
<USER> حاليا استطيع متابعه حسابي واالايداعات ولكن من ضاع ايميلي و  يكون احد مستخدمه,fear
RT <USER> لم يؤذني تجار الدين اكثر مما آذاني قطيعهم ال  ..,disgust
اللهم نصرك الذي وعدت .... في الله وفي جنود الصاعقة تربية الجنرال يونس,trust
RT <USER> #رايف_العتيبي_يقود_المنتخب_بدل_لوبيز  انه يقود المنتخب للعالمية ويشوتون لوبيز الفاشل,anticipation
<USER> اتق الله! هذا كلام الله لاكلامي انا اقول بما يقول الله! لماذا انت   لهذه الدرجة من قرانك؟؟,anger
#الهلال_يستقبل_لاعبين_السد_بالليموزينكنا  ين جماهير المسيار تستقبلهم كالعاده عشان كذا مااستقبلناهم <URL>,anticipation
مو انا المثاليه إللي ما مثلي احد بس  ان دخلت حياتك بخليك كل ما امر ف بالك تقولين -هي غير- 😌👌.,trust
انا مو مفهيه انا تفكيري عميق لدرجه لو قلتي لي -نعم- اقعد افكر مين اللي اخترع الكلمة وليش سماها كذا- اقول لهم ذهول عباقرة بس مايصدقون 😒🚶,surprise
RT <USER>  كاني مطعم برجر فاتح جنب ماك😔💔.,sad
<USER> شوفي ي حلوه م انكر   بس مو كل شي اعصب عليه فهمتي,anger
 جداً لاني مابصحى بالليل 💔,sad
<USER> <USER>  هيهيهيه بس انا اي كوت فيهم 😂😂   😂😂 انا مليح مليح 😂,anger
بطلة مسلسل قلم حمرة ( تمثلني )المسلسل بطل وفظيع من اول اربع حلقات اُصبت بالذهول من اول حلقة حقيقة.,surprise
<USER> حبيبي منوش ♥ و اكثر و بوجودي معاكم♥يخليكي لي يااحلي واجمل منوش ♥,happy
"RT <USER> #اعيدو_الدكتوراه_للسريحيفي لقائه ظهر هذا اليوم مع MBC ، ظهر د.  هادئا رزينا  اً و بلغة عربية جميله اخجل من منعو…",trust
RT <USER> لحووول مباراة المكسيك والكاميرون شكلها مفتوحة من البداية و  ١-٠ في المسابقة 💔 #WorldCup,anticipation
RT <USER> <USER> <USER> الي يقهر ياخذون عن المجتمع الكويتي فكره الي جذي ما يحترمون الديره والسبه هالمسلسلات …,disgust
RT <USER> #توكيدات_اللحظةانا اعيش اللحظه واستقبلها بسرور✨  بان الله بيحقق اهدافي وطموحاتي✨  الان  بيجني الي ا…,trust
RT <USER> <USER> <USER> يا   وش يدخلك مواقع الشرفاء خلك في حظاير البهايم لا تطلع منها,disgust
ياخي ليشتي   دمه حار انقهر من الادارة وطلب الانتقال للسحالي نوعية هاللاعبيين اعشقه انا,anger
RT <USER> <USER> : ليلٌ توغَّلَ فيهِ ليلٌ كُلَّماصُبْحٌ بدا…ثاروا عليهِ علانيةْخاطَ الذهولُ فمي وشبَّ بمُقلتياحقيقةٌ؟! بعضُ …,surprise
RT <USER> ياذيب   علـيك امن الـنـدملا ذقــت كـاسٍ ماحــدٍ يــرتــوي بـــهتـشـرب ويـزداد الضما كنــه وهـموتضـما وهـو جـنـبك …,fear
انا مش عارف العيال بتوع الارطرس دول -  يطلعولى من فتحة الشيشة 😄,fear
غضت بصرها خجلا هههه 👄🙈 <URL>,surprise
يمرّ الفقد في روحي وانا شايفطيوفك تسكن عيوني واقول اشوا ..!!انا مو   غيابك ..   :يجي بعدك بقلبي شخص مايسوى ..!!,fear
RT <USER> يعني نفسي افهم مين ضاحك عليكم وقايل اننا  ين ؟🚶🔪🔫 <URL>,happy
"""RT <USER> """" يبدو ان الليل سيستمر إلى ان ياتي الصباح  من ذلك """". ...😎✌️""",trust
RT <USER> كورة في العارضه وكورة في القائم وركلة جزاء غير محسوبه لنا والمفروض كرت احمر...الحمدلله انا متفائله شوط ثاني اجمل بإذن الله …,anticipation
"RT <USER> #ماهي_توقعاتك_لآداء_الهلال_بعد_التوقف كلنا متفائلين خير وبإذن الله يعود هلالنا ويكون عام 2015 عام جميل للزعماء ،،💙💙💙",anticipation
RT <USER> <USER> الحساب يوم الحساب..!  انة يمسك سرا في الشيب بتاع الوايتات من بعد صلاة الظهر حتى الساعة العاشرة ليلآ(الله…,anticipation
انا عمري ما قولت ان   غير بعد ما قلبي اتمناكي محتاج اطمن مش عارف,fear
<USER> <USER>  ازا عملت ايفال حلو كالعادة ان شاء الله ماﻻح تطلع نوميني امل ﻻسمح الله ازا ﻻ   يحطوها نوميني,anticipation
RT <USER> ادخل ولن تندم / ا  الإعلاميين فى مصر (حقيقة الاعلام المصري) <URL>,disgust
"RT <USER> <USER> <USER> فريق تعبان واغتصب انديتكم ،   جمهورك كثير ،   ببطولاتي الـ46 ، تاريخ الفقر والطحلب لاي…",happy
هشام محمود feeling hopefulانا متفائل قوي و  جداً جداًإن قناة الجزيرة مباشر مصر قفلتاصل كان فيه ناس... <URL>,anticipation
RT <USER> توقعك للنتيجة 👋  ٠/١٠ للنصر 😀.... كلن وتوقعاته لحد يدخل مخي 😂👋#النصر_الرائد,anticipation
RT <USER>   اكتر من شخص حاطط كول تون مصطفى كامل,sad
<USER> نعشق الكيان قبل البلطان..شف لك ناس تواسيك و حنا ناسنا  ة..تقبلها بروح رياضية..يا مهزووووم,happy
نفسى ان احقق حلمها وقدامى فتره صغيره اوى بس انا متفائل جدا كالعاده#حلمها_اهم_من_حلمى,anticipation
<USER> انا مش   ربنا لن يسقط مصر هو وعدنا في كتابه الكريم. على اللي بيحصل احنا ماكناش كدة احنا شعب صفته كانت الكرم,trust
وفي ليله وانا سهرانكنت في جمالك حيرانانت جمالك من البشرولا انت جايبه من القمرفي حبك  وفي بعدك بكون... <URL>,happy
RT <USER>  من ذوق سويو انها بتواعد واحد صاروخ,trust
RT <USER> اقولكم يونقهوا احسه خروف و على هالاحساس:(,sad
انا عن نفسي  نفسي 😔,disgust
<USER>  لانها توب وون وكنت اتمنئ شوبينق و لانها بتسافر ربي يرجعها بالسلامه,happy
انا بدات اقتنع إن انا مختل عقلياً. كل تصرفاتي بتدل على كده. وصلت لمرحله ميؤوس منها. مرحلة كلها تعب وشد   وتفكير مستمر وانعدام التركيز,anger
<USER> و هالشي بشكل كبير اقصد لما كان يلحق ساسكي وفشل في اعادته ولما لحق قارا صحيح نجح في النهايه الا كان فيه الم الفشل,anticipation
 على كل ريال كنت ارميه باي مكان واقول مو محتاجته :(,sad
"""RT <USER> نبتسم مو لان احنا  ين بسس عشان احنا راضين بقضاء الله وقدره 💜""""""",happy
"""الفهاوه ليست حماقة فمسماها العلمي """"ذهول العباقره"""" وهي تحصل كثيرا لـ المتميزين والمبدعين.روح الله يطمنك يا شيخ """"̮~o)""",surprise
واخر الكلام انا راضية بحظّيمن الدنيا دام قربك مغنيني ....,happy
RT <USER> الله يجعلنا من اصحاب اليمينيوم حشرالخلق لا صارالذهولرددوا آميـن قولوها اجمعينياعسانا نفرح بشوف الرسول<URL>,surprise
<USER> بإذن الله كلنا متفائلين 💙💙💙💙💙💙💙💙💙.,anticipation
RT <USER> مساء الخير حبايبي اتمنى انكم مازعلتو مني وانا اثق بدعمكم لي صوتولي على رقم 2 احبكم وانتظروني الخميس,trust
RT <USER> #رايف_العتيبي_يتحدث_من_واشنطن  انه اتفق مع علاء فارس ودفعلها 10000ريال وتنزل تغريده بسمه. علاء فارس. تعالي خاص,anticipation
RT <USER> <URL> المانيا ال  يمش خشمه ثم يصافح على رونالدو عاداته 😝,disgust
مطر يبول علينا... يحدق التاريخ في تاريخنا بمنتهي الذهول يقول ماذا ياترى عساي ان اقول يجمعنا في كومة ويبعد عنا خطوة يشد بنطلونه وفوقنا يبول,surprise
تعبت و ه,happy
 بس باردة شلون؟ متسالنيش☺️,anger
RT <USER> اسطورة الكرة السعودية ماجد عبدالله يصيب تويتر بحالة ذهول في اول ساعه اطلالة له مثلما اصاب حراس المرمى بالعالم بصدمة <USER>,surprise
هل التغيير الحاصل في #الرياضية بسبب #وزير_الاعلام_الجديد انا متفائل فيه رجل كفو ويستحق الاحترام#النصر_بطل_الشتاء #النصر #متصدر_لاتكلمني,anticipation
  بنفسى جداً .. انا لابس تى شيرت بقاله عندى بتاع 6 سنين :'D,happy
اللهم إني ابدا هذا العام  ا مطمئنا متفائلا غاية التفاؤل ..!!,anticipation
<USER> لا تقولين لي وين وما وين وين قلت وبقول من جديد ترويج لوينر يعني تشوفين تيم بي تعبو تعبو بس ماحصل شي وكلنا  ين هالنتيجه,anticipation
وجع  بنسبتي ليش التنكيد 😒,happy
ما لحقني شّك في داخلك - ساكنبس   تغيّرك الظروفكلهم قالوا مثل ما قلتلكن ! كلهم راحوا و انا عيني تشوف,fear
<USER> <USER> <USER>  وانتظر مواساهخلو بثاره تبعد الحزن عني #شعر #كلماتي #ماحلل #خقق,sad
RT <USER> هذا انا وهذي هداياك حوليما فارقتني يوم من يوم فرقاكظلّت تشاركني عناي وذهوليليتك تعلّمت الوفا من هداياك 💕,surprise
: _لآتكلمني  منكصارلك يومين ماكلمتنيصارلك يومين ماتسالوكنك ماعرفت الشوق او حبيتني ..,sad
<USER> و  قلبي يميليا مـحير قلبي معاك يا مجري الفكر وراك  لاالروح تهواك 🎵❤️🎵 <URL>,fear
انتي وينج؟ بترك العالم واجيج صرت اشوفج بكل شي بالنسبه لي حيل   من الدنيا عليج وانتي؟ منتي  من غيابج علي,fear
RT <USER> #خ_ا_ل_د_ا_ل_ق_ر_ص_ه  ماجاني الرت الي يجيكم ليش😭,sad
RT <USER> روايات العاشقين مؤلمه عند قرائتها:ذهول مابين سطورها واحداث خرافيه بالتضحيه هكذا استشفافي لها فليعذرني راويها,surprise
RT <USER> ترجمة | UFOفان: باي جو هيونايرين :  عندما تناديني بهذا الاسم ㅜ <URL>,fear
RT <USER> لو ضربة الجزاء او باكورد السومه تسجلت كان نسيتو الاخطاء  انها كبوة جواد واللاعبين قد المسؤوليه بس ادعموهم ولاتحبطونهم…,trust
<USER> <USER> 😂😂😂😂🙊😩خالد انا اسفه ابوي   شوي تحمل,anger
<USER> مافي شي ليه بس  ,sad
RT <USER> كل شوية حد ايه ده خسيتي ايه ده تخنتي و كله يقولك بسبب #ثانوية_عامةطب اتفقوا علي اي حاجة و انا راضية بيها بس بلاش روشة كل…,happy
<USER> عزوز وش تتوقع الرائد بعد بطولة الخليج يرجع ولا هو هو انا متفائل. ☺️☺️,anticipation
 جدا :v :p,happy
RT <USER> #حذف_قنوات_الفسادطبعا يقصدون MBC هنا .. وماذا عن القنوات التي تهدم المجتمع وتكذب وتحث على الطائفية ال ة؟طبعا عرفت…,disgust
"إننا بحاجه للخلافات احياناً، لمعرفة ما يخفيه الآخرون في قلوبهم،، قد تجد ما يجعلك في ذهول، وقد تجد من يجبرك على احترامه !!",surprise
RT <USER> <USER> <USER> <USER> <USER> <USER>  فى جيشى وشرطتى وشعبى,trust
RT <USER> انا اثق بنظرتي الاولى لان دايم اللي اكرهه يطلع اخس شخص واللي احبه يطلع فعلا طيب 👍,trust
"""RT <USER> مذيعة الجزيرة """"ليلى"""" الشيخلي تقدم استقالتها وسط ذهول الجميع وانباء ان الاستقالة اتت وراء انحياز الجزيرة لداعش وارهابها…""",surprise
 لين اسبوع قدام بعد,sad
RT <USER> اسمحوا لي اذا م رديت ع الكل وربي المنشن مضغوط و الحساب يعلق طلبتكم لحد يزعل. و  بسباهم الي بين لي معدنكم الذهب يااهل …,happy
RT <USER>  و مجروحة... #الفيزياء,sad
. ♡ ﻻ تكُن ك صغير العقل يتفاخر ب الفاظ  تحت مبدئ خفة الدم ♡̸,disgust
 يطول البعد وتسج مني وياخذ مكاني شخص ماهوب يسواك وش عاد اسوي يومك اقفيت مني لا انا اتبع المقفي ولا احب فرقاك,fear
RT <USER> جن الملاعب حديث العالمالعالم مذهول من تيفو الهلال الصحف العالميه تكتب عن تيفو الهلالكفو يا زعماء _ <URL>,surprise
RT <USER> هالفتره  من كل شي,disgust
RT <USER> يمْـر اسمك و احسّ الوقت يتراجع رجـع فيني لـ اوّل يوم واجهتك ! من فراقك   / و مستاجـعاحبك لو ظنوني فيك .. شوّهتك ❤️,fear
RT <USER> انت بحاجة للخلافات احيانا لمعرفة ما يخفيه الآخرون في قلوبهم ..قد تجدما يجعلك في ذهول ..وقد تجد ما تنحني له احتراما <URL>,surprise
RT <USER> تمنياتي للازرق بالفوز و بامواج الازرق التي ستعتلي موج سدني وترميه على الساحل!!!#الهلال في سدني 💙💙,trust
-  من الثانويه-متذاكر طب-لا بجد   فشخ-متقوم تذاكر يبني!-اوعي ياعم انا هنزل ع القهوه شويه ولا افتح تويتر يمكن يروح التوتر ده,fear
RT <USER> <USER> ايــــامنا ما هي من ايام الرسول• و لا وصلــناالصالحين السابقين• يوما مـــن الايام   نقول•ما ضيع الاسلام غـ…,fear
 تي ماتطلع إلا مرة ب السنه واذا طلعت سونامي مايبقى احد الا مايبلع مويااا 😌🌊,anger
من جماله صرت في حالة ذهول$,surprise
<USER> <USER> <USER> بسم اللهاشكرك وما اتطلع إليه من مدينتي تيماءان يزيدعشقي لعبق ثراها والذي اختلط بدماء والدي رحمه الله لحبه لها,anticipation
<USER> الجزيرة لم تذكر مشروع تنمية محور قناة السويس إطلاقا سواء من قريب او بعيد .. المشروع سبب لهم ذهول واغماءة من هول المفاجاة,surprise
RT <USER> ضاع الفكر واصبحت انا الـيوم مذهوليـــوم ٍ طــرالـي نــاعـــم الوجنتـــينيوعبرات عيني سابقتني على القـولالعـمر يمـضي وال…,surprise
"RT <USER>  من غير شي، لاتحاول تستفزني عشان تراضيني.",sad
" ابغغا ججججججوواالللييي💔💔💔💔💔💔💔 ، ادعوا يشتغغللل .",sad
<USER> انت من احقر وا  واوسخ واخنث واقحب كلب في تويتر . عليك لعنة الله ياجزمة . السعودية وحكامها اطهر منك يا  اتفوووو على وجهك,disgust
من رصد فاعليات صباحية رافضة للانقلاب بعدة محافظات <URL>,disgust
RT <USER> قطوتي معاهم قطوتي ضربت ظهر البويفريند حقهاقطوتي   هاري  اللاري شيبرز  ين<URL>,happy
RT <USER>   من المستقبل الـ بعدينيطيح الحب مع دمعك ... ولا يرقاوتاخذْك الليالي في كنفْها ... لينشوْي شْوي تتعوّد على ال…,fear
<USER> يالهوى لا ياختى  انا بتكسف اصلاً :/,fear
معظمنا بقي   من الضغوط اللي علينا سواء من الدراسة او… — انا ممكن اكون النوع ال  الطبيعي  بس مش انا برضو الي … <URL>,anger
حتى لو سكوت السوجو عن موضوع مينغ مايساعد بقرارهمفالنهايهالسالفه سالفه زواجوير از ذ'بيق ديل ؟,trust
<USER> كيكو من يشك في تغريداتك هو الخسران انا اثق بكل تغريداتك واتمنى لك التوفيق #حب_الاهلي_يجمعنا,trust
 عن الناس والله لو تنتشر صورتي 😳🙆,fear
احبك حب ورب البيت وحلفت وربي يسمعنا   انك تحبني تموت وتعرف اخباري ولكن بصدر غصه تكدرنا وتمنعنا..,trust
"RT <USER> لا تياس فرغم قصص الفساد التى نقرؤها يومياً فى «الف نيلة ونيلة» فانا متفائل، وعندى امل كبير شايله فى الدولاب ..!!جلال عامر",anticipation
    لو امشي لك سنينو يجف قلبي من الظماو انزف حنين .. ما نلتقي.,fear
  لقى ثاني 🎼,fear
RT <USER> <USER> حبيبي ابوعبدالله جمهور #النصر متعطش لبداية الدوري وسترى منظر يذهلك لايقل عن ذهولك مع المطانيخ,surprise
RT <USER> الي يحب النبي يسكر حساب هالقندره بنت الحرام .. تتمادي علي الله والقرآن والنبي صكو حسابها استغفر الله حده  <USER> 👉👉👉نجسه,disgust
عيش   تحيا   :),disgust
عايزة اروح اشرب قهوة ف cinnabon او cilantro او حتى البن البرازيلى انا راضية و الله 😂😂<USER> تيجى بينا يوم الاربع ;),happy
<USER> عشان تعرف ان الله   عليك مخليك يهودي حوثي 😂😂😂😂😂لو انا مثلك اروح جهنم اصرف😂😂😂😂,anger
"RT <USER> بعض الخلافات احيانآ تجعلنا نشاهد مايُخفيه الاخرون في قلوبهم ؛ فقد تجد من يجعلك في ذهول تام ،وقد تجد من تنحني لتقبل راس…",surprise
RT <USER> <USER> <USER> آيه الحلم الرخم دا.ههههههههههه..وانا متفائله حييييييل ♥,anticipation
RT <USER> <USER>  شيء وبحط براسي انه هو الشيء اللي تقصده شنو اسوي بعد😅,anticipation
  لا يوم انهار ومن اللي جاي ياستار ~,fear
<USER> <USER> <USER> <USER> <USER> <USER> <USER> تهقى ترا انا اثق فيك,trust
RT <USER> #ZDRSEDK4 مساء الخير احبتي اطلبكم طلب وارجوكم تقولون تم وانا اثق فيكم وفي رقيكم وحبكم للخير ارجوا اللي حاطه صورتها مت…,trust
<USER> 😂😳 ع كيفي ياخ  ,anger
RT <USER> لا تعلقني بجفاتـك والجروح ياتصون الحب ولا / لاتجي !ما اخاف من الموادع لو تروح   لو احب غيرك / تجي !!,fear
RT <USER> يمي واحد قاعد يصمم دبله لخطيبته ؛'( ومتحمس يرسم ويطلب الالماس من بلجيكا :$ودي المه من كثر مو  لهم,happy
"<USER> <USER> <USER> <USER> حلوة جرجيسي. بل   بتشظيكم وتكفير بعضكم البعض، فهذا دليل بدعة الغلو.",happy
<USER> 😢 ةياعقل انهم يشترون الناس بالمال مستغلين الفقر والبطالةفي السعوديين والرغبةفي البقاءوالاستحواذ على خيراتنا في المتخلفين😡,fear
اسبوعين مروو عليه و واليوم..والله ان ودي ابكيمن فرقا ولد عميالى درجة اني ما قدرة اودعه في مطار جدة رايح لـUSAالله يحفظك يا اسعد,happy
بس انا متفائله ب ٢٠١٥ .. هتخرج فيها .. وانشالله عبدالله هيخرج وهكون  ..,anticipation
RT <USER> صراحه اشوف كمية هياط من اليوفنتينيه وكانهم متساهلين بدورتموند ؟ الهياط اهدى من كذآ انا متفائل لكن ماني مهايط الا بعد الفو…,anticipation
اللجنه العليا لﻹتنخابات تعلن فتح الصناديق وسط حاله من الذهول <URL>,surprise
<USER> <USER>   انا سجلت في نادي حديد,anger
#كاس_العالم   فوز المانيا بالمونديال إذا ما قابلت إيطاليا,anticipation
RT <USER> #تحيا_مصر #تحيا_امتنا_العربيه جلالة الملك عبدالله بن عبدلعزيز تحدى التحالف ال  لحماية مصر من التقسيم والدمار <URL>,disgust
RT <USER> <URL> رافضي   👞#تحالف_عمليات_السبام#جيش_السلف#جيش_السنة🎌يحرض على الم…,disgust
<USER> منجد م هي بصاحيه هههههههههههههههههه   انها من مستشفى المجانين 😐😐😐,anticipation
مش كفاية اتحرشوا بالبنات قبل كدا .. لا و بيحبسوا الرجال اللي كانت بتدافع عنهم .. داخلية  :/#هرماس_فوزي #نادر_اسامة,disgust
<USER> ماتدري 😁 ..   مايجي اساسا,anticipation
انا دكتور جامعة بروح الجامعة انا وزمايلي واحنا  ين من خنازير المرشد مش كل سنة هنقضيها نيابة وشهادات عليهم #اعدام_الاخوان,disgust
RT <USER>   يوم الجمعة يطلع لنا فضيلة الشيخ سامي الريامي وبيخطب فينا خطبة الجمعة كون إن عالم جليل له مدرسة خاصة في اصول الفقه …,anticipation
RT <USER>  ي ولد العم الفزززعه 😭😭 #رايف_العتيبي_يجنن_القطريين,sad
RT <USER> <USER> في مقهى المدينةرآهما؛نضّاختاناقراهما السلامفابتسمتافي ذهول٠ق.ق.ج,surprise
RT <USER>  بزياده واتنرفز بسرعه مو طبيعيه ودايم اخربها واقول كلام ما تتوقعين اقوله بس ما تلاقين احن من قلبي والله.,anger
الحقونى  عشان بتهدد و هعيط من الخوف 😂,fear
""" و عندي طاقه إيجابيه تكفي البشريه &gt; الحمد لله!!^^ """"حد عاوز ؟"""" #بنشع_إيجابيه#Roundians#Roundian_President""",happy
عندما تقول شاهد الشيء الفلاني في هذا المقطع ف  مقطعاً لايزيد عن دقيقة.. غير كذا ادزلب وجهك سرعة النت ماتستاهل<USER> <USER> <USER>,anticipation
<USER> و  جدا جدا اومال فى سيزون 2 هيعملوا اية ؟ هيقفشوا على بعض من دلوقتى,fear
احمد عيد   كدة ليه؟,disgust
RT <USER> دام   والنوايا نظيفة ماهمني ناس اغتابت وسبت الي يبي يغتاب يغتاب كيفة ماني مربي لي بشر ماتربت,trust
  كثير الحب يمللنا حلاة الحب ياعمري يجي🎶,fear
"RT <USER> التجاهل هو طلب للرحيل ، ولكن بطريقه  !",disgust
"الخوف واضح في كلامي وعيني واشوفه بعينك قبل ما اسمع حكاك، نخاف بس الفرق بينك وبيني؟ تخاف تذكرني و  انساك",fear
"RT <USER> #همس_مها🌹اليوم حبك يحتوينيواليوم قلبك ينسيني كل القلوب ،،،كيف الصدف تجمع قلبين بثواني!!وتترك بالقلب احساس وذهول !!",surprise
 قد ثقه اسمي ان جمهور #النصر راح يقعد بمدرجات #الشباب هههههه 💛💛,trust
معاك ما كنت ؛   من حزن بكرى الحين بعدك   من الماضي ),fear
RT <USER>  جدا الاصحاب دول حاجة تحفة,happy
RT <USER> #نصيحه_الى_الحسابات_ال ه/حسبي الله ونعم الوكيل الفساد منتشر في كل البرامج اتمني وادعوا لهم بالهدايه♡,disgust
"ماني ب  تطول غيبتك عني ،   انساك على طول غيبتك .",fear
<USER> للاسف كلنا كنا  ين انهم بياخروها عشان ف الاخر هياخد براءةبس فرق بين انه مجرد توقع وبين انه يحصل فعلاً,anticipation
<USER> <USER> ❤️❤️❤ الخير آت لنا جميعاً وانا متفائله وعندي يقين ان غداً افضل من اليوم,anticipation
RT <USER> تحذير:ميليشيات الغدر الصفوية المجرمة ال ةتجوب شوارع المناطق السنية في الحبيبة بغدادوتعتقل على الهوية ويتم تصفية المعتقل …,disgust
لابس تيشرتك و   علمك في ايدي .. سهر الليالي في الدخلات و الديربي عيدي 3&gt;#الزمالك,happy
<USER> انا بحاله ذهول متلك هههه,surprise
RT <USER> <USER> لا انا راضية,happy
"RT <USER> - باليوم اللي جمعنا، بالساعات اللي تلمنا ، بالحظ اللي جابك لقلبي, فيك.",happy
RT <USER> فيه هاشتاج ظهر اسمه #معا_لالغاء_فوائد_شهادات_استثمار_قناة_السويس_حملة_في_حب_مصر و  يظهر هاشتاج قريب اسمه #خخخخ…,anticipation
<USER> ده عشان  عليكي من امبارح 😪,anger
اسمي موب حلو منك *وخروا  ه,sad
<USER> <USER> انا م قدرت اجري و لا اسوي شيء خلاص احس كلي صار جامد المهم طلع زي النعجة مدري حمار المهم حاجه زي كذا انا جاني انهيار   😂😂😂,anger
<USER> ياخي   على دراستي الي كلها كانت علوم دينية ارهابية الاول الابتدائي الى ثالث ثانوي علمي وانا ادرس الإرهاب وامراض نفسية,sad
انا فعلاً   لانني اعيش في مجتمع لا يمكنني ان اقول فيه الحقيقة البسيطة الواضحة دون الإساءة إلى 90% من السكان.,anger
RT <USER> #اقبح_النساءمن تسحب فتاة بريئة الى عالمها ال ..,disgust
<USER> استني يا حج انت :D انا اول مره اشوف حاجات عمري ماشفتها ف اﻷغنيه خالص :D ﻷ هناقشك  من كلامي ومش هغير رايي :P,trust
RT <USER> بهذه البرميل ال .. يدمر وطن ..!! <URL>,disgust
 لان كل صبح اشوفها :( .,happy
RT <USER> <USER> <USER> يااااي يا متعووب عليها 😂رح رح كمل غسيل المواعين اصرفلك 😁,disgust
RT <USER> هذامابقي من ناهل الزيدطعنت غدراًوسال دمها هدراًوخانها اعلامنا ال الى ربكِ راضية مرضية #مقتل_مبتعثة_في_بريطانيا <URL>,disgust
