كلمة, PFA,الفئة
جوس,0.469,مفاجئة
سريعون,0.469,مفاجئة
حذر,0.469,مفاجئة
ساحر,0.469,مفاجئة
صدفة,0.461,مفاجئة
مزاح,0.461,مفاجئة
متشعب,0.461,مفاجئة
NO TRANSLATION,0.461,مفاجئة
استراحة,0.461,مفاجئة
انزلاق,0.461,مفاجئة
رائع,0.453,مفاجئة
خدعة,0.453,مفاجئة
فوز,0.453,مفاجئة
تقدير مبالغ فيه,0.453,مفاجئة
اعتراف,0.453,مفاجئة
محنة,0.453,مفاجئة
تلاش,0.453,مفاجئة
بهجة,0.453,مفاجئة
السحب,0.453,مفاجئة
stound,0.445,مفاجئة
ضحك,0.445,مفاجئة
متحمس,0.445,مفاجئة
رائع,0.445,مفاجئة
عمل,0.445,مفاجئة
بالمصادفة,0.445,مفاجئة
تفوق,0.445,مفاجئة
لعب القمار,0.445,مفاجئة
غير مقصود,0.438,مفاجئة
سطع,0.438,مفاجئة
قابل للتغيير,0.438,مفاجئة
مستغرق,0.438,مفاجئة
فريد,0.438,مفاجئة
روعة,0.438,مفاجئة
لا معنى له,0.438,مفاجئة
هدية مجانية,0.43,مفاجئة
سحر,0.43,مفاجئة
خوف,0.43,مفاجئة
مسترق,0.43,مفاجئة
العيد,0.43,مفاجئة
في منتهى السعادة,0.43,مفاجئة
دعوى قضائية,0.43,مفاجئة
دسيسة,0.43,مفاجئة
زئبقي,0.422,مفاجئة
أصالة,0.422,مفاجئة
لغز,0.422,مفاجئة
حكم,0.422,مفاجئة
يسحر,0.422,مفاجئة
تسلل,0.422,مفاجئة
الإيذائية,0.414,مفاجئة
صعبة المنال,0.414,مفاجئة
شهادة زور,0.414,مفاجئة
معنويات,0.414,مفاجئة
تحرير,0.414,مفاجئة
غير شرعي,0.414,مفاجئة
إغماء,0.414,مفاجئة
تجربة,0.414,مفاجئة
مقامر,0.406,مفاجئة
حريص,0.406,مفاجئة
ربما,0.406,مفاجئة
NO TRANSLATION,0.406,مفاجئة
تصفيق,0.406,مفاجئة
إغراء,0.406,مفاجئة
موكب,0.406,مفاجئة
أميري,0.398,مفاجئة
طلاق,0.398,مفاجئة
خمن,0.398,مفاجئة
هزلي,0.398,مفاجئة
سرية,0.398,مفاجئة
الدخول الى الجسم,0.391,مفاجئة
شبه,0.391,مفاجئة
مرح,0.391,مفاجئة
خنثى,0.391,مفاجئة
سيادة,0.391,مفاجئة
سلس البول,0.391,مفاجئة
ميراث,0.383,مفاجئة
أحرز هدفاً,0.383,مفاجئة
تخسر,0.383,مفاجئة
تتويج,0.383,مفاجئة
دولار,0.383,مفاجئة
جدير بالاطراء والثناء,0.383,مفاجئة
الجثة,0.383,مفاجئة
NO TRANSLATION,0.375,مفاجئة
بلع,0.375,مفاجئة
NO TRANSLATION,0.375,مفاجئة
لعوب,0.375,مفاجئة
صوفي,0.375,مفاجئة
ينجح,0.375,مفاجئة
تقدم,0.375,مفاجئة
تألق,0.367,مفاجئة
أمل,0.367,مفاجئة
مهرج,0.367,مفاجئة
حسي,0.367,مفاجئة
حفيات,0.367,مفاجئة
شعور,0.359,مفاجئة
وسائل الترفيه,0.359,مفاجئة
مهرج,0.352,مفاجئة
الوافد,0.352,مفاجئة
تعديل,0.352,مفاجئة
جائزة,0.352,مفاجئة
سلم,0.352,مفاجئة
تأجيل,0.352,مفاجئة
obit,0.352,مفاجئة
نجاح كبير,0.344,مفاجئة
بطل,0.344,مفاجئة
بداية,0.344,مفاجئة
بشكل رائع,0.344,مفاجئة
أعلى,0.344,مفاجئة
مهارة,0.344,مفاجئة
مجد,0.344,مفاجئة
غير مهزوم,0.336,مفاجئة
بارز,0.336,مفاجئة
قدس,0.336,مفاجئة
إحياء,0.336,مفاجئة
التفاؤل,0.336,مفاجئة
حذر,0.336,مفاجئة
استثنائي,0.336,مفاجئة
تحلل,0.336,مفاجئة
ابتسامة,0.336,مفاجئة
إعجاب,0.328,مفاجئة
تضخم,0.328,مفاجئة
حاضر,0.32,مفاجئة
NO TRANSLATION,0.32,مفاجئة
ملاك,0.32,مفاجئة
فحص,0.32,مفاجئة
قبض على,0.32,مفاجئة
NO TRANSLATION,0.312,مفاجئة
يغازل,0.312,مفاجئة
كوجر,0.312,مفاجئة
حرية,0.312,مفاجئة
قبلة,0.312,مفاجئة
تعانق,0.312,مفاجئة
عرضي,0.312,مفاجئة
يعالج,0.312,مفاجئة
قديس,0.312,مفاجئة
مشاجرة,0.312,مفاجئة
إقالة,0.312,مفاجئة
حد الكمال,0.305,مفاجئة
سخاء,0.305,مفاجئة
كافأ,0.305,مفاجئة
طاهر,0.305,مفاجئة
سالي,0.305,مفاجئة
قطبية,0.297,مفاجئة
أخيرا,0.297,مفاجئة
بشكل مختلف,0.297,مفاجئة
واضح,0.297,مفاجئة
حذر,0.297,مفاجئة
مراسم,0.297,مفاجئة
أكبر,0.297,مفاجئة
ملائم,0.297,مفاجئة
رومانسي,0.289,مفاجئة
ميدالية,0.289,مفاجئة
جذاب,0.289,مفاجئة
تحية,0.289,مفاجئة
صريح,0.281,مفاجئة
استقالة,0.281,مفاجئة
رحلة قصيرة,0.281,مفاجئة
احتضان,0.281,مفاجئة
العمل,0.281,مفاجئة
التحديق,0.273,مفاجئة
وميض,0.266,مفاجئة
دعا,0.266,مفاجئة
جسدي,0.266,مفاجئة
معجب,0.266,مفاجئة
غمر,0.266,مفاجئة
مهرجان,0.266,مفاجئة
تقليد,0.266,مفاجئة
تعويض,0.266,مفاجئة
إفلاس,0.266,مفاجئة
لعوب,0.266,مفاجئة
تكملة,0.258,مفاجئة
يستلم,0.258,مفاجئة
فرضية,0.258,مفاجئة
يضحك,0.258,مفاجئة
ضحكة مكتومة,0.258,مفاجئة
شهر العسل,0.25,مفاجئة
تزوج,0.242,مفاجئة
استقلال,0.242,مفاجئة
دار الأوبرا,0.242,مفاجئة
ممتع,0.242,مفاجئة
نظمي,0.234,مفاجئة
تقدير,0.234,مفاجئة
متفائل,0.234,مفاجئة
غنيمة,0.234,مفاجئة
قداسة,0.234,مفاجئة
ترنيمة,0.234,مفاجئة
غادر,0.234,مفاجئة
موكب,0.227,مفاجئة
لافتة,0.227,مفاجئة
صفقة,0.227,مفاجئة
نعتز به,0.219,مفاجئة
جيد,0.219,مفاجئة
التسوق,0.219,مفاجئة
موسيقي,0.219,مفاجئة
الصدف,0.211,مفاجئة
فجر,0.211,مفاجئة
تبسيط,0.211,مفاجئة
نقاء,0.203,مفاجئة
أبطل,0.203,مفاجئة
مال,0.203,مفاجئة
حلو,0.203,مفاجئة
أخلاق,0.203,مفاجئة
تزامن,0.195,مفاجئة
حافظ,0.195,مفاجئة
إنساني,0.195,مفاجئة
لم تتحقق,0.195,مفاجئة
ثمين,0.195,مفاجئة
ظريف,0.188,مفاجئة
بشكل استثنائي,0.188,مفاجئة
توقع,0.18,مفاجئة
صلى,0.18,مفاجئة
تخرج,0.18,مفاجئة
جميل,0.18,مفاجئة
شمس,0.172,مفاجئة
فن,0.172,مفاجئة
فم,0.172,مفاجئة
شباب,0.172,مفاجئة
عطش,0.172,مفاجئة
شاب,0.164,مفاجئة
صلاح,0.164,مفاجئة
متأخر,0.156,مفاجئة
قناع,0.156,مفاجئة
تمارس,0.156,مفاجئة
كامن,0.156,مفاجئة
مخلص,0.148,مفاجئة
توقع,0.148,مفاجئة
المكان المقصود,0.148,مفاجئة
لاسلكي,0.148,مفاجئة
اقتبس,0.141,مفاجئة
طين,0.141,مفاجئة
رضيع,0.141,مفاجئة
كريم,0.141,مفاجئة
ملعب,0.133,مفاجئة
منظمة,0.125,مفاجئة
علم,0.125,مفاجئة
تصويت,0.125,مفاجئة
ابتسامة,0.117,مفاجئة
وزن,0.117,مفاجئة
دولفين,0.117,مفاجئة
الأختية,0.109,مفاجئة
كابل,0.109,مفاجئة
مشمس,0.102,مفاجئة
ثابت,0.094,مفاجئة
راحة,0.086,مفاجئة
امن,0.086,مفاجئة
منتجع صحي,0.086,مفاجئة
شجرة,0.078,مفاجئة
النزهة,0.078,مفاجئة
الفيروس المتنقل,0.055,مفاجئة
مصداقية,0.906,ثقة
NO TRANSLATION,0.883,ثقة
جدير بالثقة,0.867,ثقة
صادق,0.844,ثقة
أمانة,0.844,ثقة
شرف,0.844,ثقة
حقيقة,0.844,ثقة
صادق,0.836,ثقة
واثق ب,0.836,ثقة
أخوة,0.82,ثقة
ودع,0.812,ثقة
ملتزم,0.805,ثقة
النزاهة,0.805,ثقة
وفاء,0.805,ثقة
مشرف,0.805,ثقة
مصداقية,0.805,ثقة
ثقة,0.805,ثقة
مؤمن,0.797,ثقة
صادق,0.797,ثقة
مسؤول,0.789,ثقة
شراكة,0.789,ثقة
NO TRANSLATION,0.789,ثقة
حكمة,0.789,ثقة
حلف,0.781,ثقة
التحقق,0.781,ثقة
نذر,0.781,ثقة
تعاوني,0.781,ثقة
محترم,0.773,ثقة
معقول,0.773,ثقة
بطل,0.773,ثقة
الأختية,0.773,ثقة
وعد,0.773,ثقة
التحقق,0.773,ثقة
تأهلت,0.766,ثقة
محترم,0.766,ثقة
المصادقة,0.766,ثقة
تعاطف,0.759,ثقة
حسن السمعة,0.758,ثقة
حفظها,0.758,ثقة
الموثوقية,0.758,ثقة
أخلاقي,0.758,ثقة
حب,0.758,ثقة
NO TRANSLATION,0.758,ثقة
موافقة,0.758,ثقة
مستقر,0.75,ثقة
صديق,0.75,ثقة
حقيقي. صادق. صميم,0.75,ثقة
NO TRANSLATION,0.75,ثقة
مهارة,0.75,ثقة
مخلص,0.75,ثقة
حليف,0.75,ثقة
حماية,0.75,ثقة
رفيق,0.75,ثقة
نصح,0.75,ثقة
حقيقي,0.75,ثقة
احترام,0.75,ثقة
NO TRANSLATION,0.742,ثقة
حرية,0.742,ثقة
مؤكد,0.742,ثقة
يحترم,0.742,ثقة
إيمان,0.742,ثقة
صحي,0.742,ثقة
صادر من القلب,0.734,ثقة
توحيد,0.734,ثقة
حماية,0.734,ثقة
إعادة الطمأنينة,0.734,ثقة
بديع,0.734,ثقة
قيم,0.734,ثقة
"مؤيد، مشجع، داعم",0.734,ثقة
التأكيد,0.734,ثقة
الاحترام,0.734,ثقة
تحالف,0.727,ثقة
مساواة,0.727,ثقة
صداقة,0.727,ثقة
اتفاقية,0.727,ثقة
حقيقة,0.727,ثقة
واثق,0.727,ثقة
NO TRANSLATION,0.727,ثقة
الاعتقاد,0.727,ثقة
NO TRANSLATION,0.727,ثقة
تفوق,0.727,ثقة
الاعتماد,0.727,ثقة
قرب,0.719,ثقة
مصادقة,0.719,ثقة
المخابرات,0.719,ثقة
استنادا,0.719,ثقة
تكريم,0.719,ثقة
فاضل,0.719,ثقة
انسباء,0.719,ثقة
خيري,0.711,ثقة
تفان,0.711,ثقة
ضمان,0.711,ثقة
تعاون,0.711,ثقة
NO TRANSLATION,0.711,ثقة
التناسق,0.711,ثقة
ولاء,0.711,ثقة
متعاون,0.711,ثقة
بسيط,0.711,ثقة
عزم,0.711,ثقة
عدالة,0.711,ثقة
الملاذ الآمن,0.703,ثقة
تغذية,0.703,ثقة
البريء,0.703,ثقة
معجب,0.703,ثقة
توكيد,0.703,ثقة
أخلاقية,0.703,ثقة
أعدت,0.703,ثقة
صداقة,0.703,ثقة
موثوق,0.703,ثقة
الناصح,0.703,ثقة
وصاية,0.703,ثقة
استيفاء,0.703,ثقة
تبجيل,0.703,ثقة
دليل,0.703,ثقة
إعجاب,0.703,ثقة
أم,0.703,ثقة
محمي,0.703,ثقة
أمومة,0.703,ثقة
زواج,0.695,ثقة
بارع,0.695,ثقة
غير قابل للتخريب,0.695,ثقة
وصي,0.695,ثقة
مسؤول,0.695,ثقة
شجاعة,0.695,ثقة
حارس,0.695,ثقة
مقبول,0.695,ثقة
امن,0.695,ثقة
حليف,0.695,ثقة
رحيم,0.695,ثقة
إنساني,0.695,ثقة
تصديق,0.695,ثقة
متحد,0.695,ثقة
ميثاق,0.695,ثقة
معتمد,0.695,ثقة
أخلاق,0.695,ثقة
التقدير,0.688,ثقة
تأمين,0.688,ثقة
حد الكمال,0.688,ثقة
توجيه,0.688,ثقة
مختص,0.688,ثقة
أصالة,0.688,ثقة
NO TRANSLATION,0.688,ثقة
مبرر,0.688,ثقة
إنسانية,0.688,ثقة
صلابة,0.688,ثقة
مستشار,0.688,ثقة
التعهد,0.688,ثقة
يعتقد,0.688,ثقة
فهم,0.688,ثقة
زواج أحادي,0.688,ثقة
خبرة,0.68,ثقة
دبلوماسي,0.68,ثقة
سري,0.68,ثقة
أمل,0.68,ثقة
حامية,0.68,ثقة
الاتفاق,0.68,ثقة
اجتهاد,0.68,ثقة
الرسمية,0.68,ثقة
يؤكد,0.68,ثقة
لا يتجزأ,0.68,ثقة
جد,0.68,ثقة
متواضع,0.68,ثقة
NO TRANSLATION,0.68,ثقة
مرافعة,0.68,ثقة
شيوخ,0.68,ثقة
صلاح,0.68,ثقة
جدير بالثناء,0.68,ثقة
ألهم,0.68,ثقة
يوافق,0.68,ثقة
كشف السر,0.68,ثقة
المحترفين,0.68,ثقة
معرفة,0.68,ثقة
زعيم,0.68,ثقة
تم تأكيد,0.68,ثقة
قبول,0.68,ثقة
خير,0.672,ثقة
كرامة,0.672,ثقة
وئام,0.672,ثقة
تمكن,0.672,ثقة
غير متموج,0.672,ثقة
معتمد,0.672,ثقة
شفاء,0.672,ثقة
موسوعة,0.672,ثقة
NO TRANSLATION,0.672,ثقة
قدس,0.672,ثقة
متماسك,0.672,ثقة
عهد,0.672,ثقة
NO TRANSLATION,0.672,ثقة
لا عيب فيه,0.672,ثقة
آمنة,0.672,ثقة
ذكي,0.672,ثقة
ميزة,0.664,ثقة
معصوم من الخطأ,0.664,ثقة
بالإيجاب,0.664,ثقة
روحي,0.664,ثقة
المؤيد,0.664,ثقة
الفريق,0.664,ثقة
بطولي,0.664,ثقة
نقل,0.664,ثقة
المريد,0.664,ثقة
خبير,0.664,ثقة
بارع,0.664,ثقة
متخصص,0.664,ثقة
سفير,0.664,ثقة
قبول,0.664,ثقة
تصديق,0.664,ثقة
دعم,0.664,ثقة
اعتماد,0.664,ثقة
السلطة,0.664,ثقة
المسائلة,0.664,ثقة
دليل,0.664,ثقة
تحقيق,0.664,ثقة
تقوية,0.661,ثقة
مألوف,0.656,ثقة
حقائق,0.656,ثقة
التوصل,0.656,ثقة
ضمان,0.656,ثقة
بناء,0.656,ثقة
ثابت,0.656,ثقة
ملائم,0.656,ثقة
مستشار قانوني,0.656,ثقة
صلة,0.656,ثقة
علمي,0.656,ثقة
انسان محترم,0.656,ثقة
قوة,0.656,ثقة
المسنين,0.656,ثقة
NO TRANSLATION,0.656,ثقة
قداسة,0.656,ثقة
ممتاز,0.656,ثقة
مهارة,0.656,ثقة
ثبات,0.656,ثقة
دافع,0.656,ثقة
NO TRANSLATION,0.648,ثقة
اعتمد,0.648,ثقة
بطولة,0.648,ثقة
امن,0.648,ثقة
جدارات,0.648,ثقة
بالتأكيد,0.648,ثقة
شقيق,0.648,ثقة
مستشار,0.648,ثقة
ناجح,0.648,ثقة
NO TRANSLATION,0.648,ثقة
محمي,0.648,ثقة
قديس,0.648,ثقة
انسجام,0.648,ثقة
نكاح,0.648,ثقة
النبيل,0.648,ثقة
وحي,0.648,ثقة
أكاديمي,0.648,ثقة
مساعدة,0.648,ثقة
متفق عليه,0.648,ثقة
دعم,0.648,ثقة
رفيق,0.648,ثقة
محبوب,0.648,ثقة
المستحسن,0.648,ثقة
تضامن,0.648,ثقة
ذو قيمة,0.643,ثقة
متانة,0.641,ثقة
تعايش,0.641,ثقة
ضمان,0.641,ثقة
إنشاء,0.641,ثقة
فاعل خير,0.641,ثقة
NO TRANSLATION,0.641,ثقة
قيادة,0.641,ثقة
محب,0.641,ثقة
مدرس,0.641,ثقة
السلطة القضائية,0.641,ثقة
منجز وفقا لما يمليه الضمير,0.641,ثقة
الثقة,0.641,ثقة
قانوني,0.641,ثقة
NO TRANSLATION,0.641,ثقة
رسامة,0.641,ثقة
بطل,0.641,ثقة
وحدة,0.641,ثقة
قانوني,0.641,ثقة
طيب القلب,0.641,ثقة
تصديق,0.641,ثقة
حقيقة,0.641,ثقة
طبيب,0.641,ثقة
حميم,0.634,ثقة
متفائل,0.633,ثقة
ثبات,0.633,ثقة
الطبيب المعالج,0.633,ثقة
أخوي,0.633,ثقة
الدخول الى الجسم,0.633,ثقة
مقنع,0.633,ثقة
تقديس,0.633,ثقة
NO TRANSLATION,0.633,ثقة
إجلال أو بيعة أو احترام,0.633,ثقة
شجاع,0.633,ثقة
صحة,0.633,ثقة
شرعية,0.633,ثقة
تأييد,0.633,ثقة
الاخلاص,0.633,ثقة
بارك,0.633,ثقة
قضائي,0.633,ثقة
مهم,0.633,ثقة
طاهر,0.633,ثقة
ضمير,0.633,ثقة
علاجي,0.633,ثقة
يأذن,0.633,ثقة
تعبدي,0.633,ثقة
تمارس,0.633,ثقة
العمود الفقري,0.633,ثقة
وافق,0.633,ثقة
واضح,0.625,ثقة
التشجيع,0.625,ثقة
ناظر,0.625,ثقة
يتعلق,0.625,ثقة
ملاك,0.625,ثقة
مخطوب,0.625,ثقة
بركة,0.625,ثقة
أستاذية,0.625,ثقة
مهيب,0.625,ثقة
الاتصالات,0.625,ثقة
طهر,0.625,ثقة
تفويض,0.625,ثقة
رائع,0.625,ثقة
موهلات,0.625,ثقة
رجل الاطفاء,0.625,ثقة
التصديق,0.625,ثقة
متحضر,0.625,ثقة
عميق,0.625,ثقة
دقيق,0.625,ثقة
مؤكد,0.625,ثقة
الإيجابية,0.625,ثقة
NO TRANSLATION,0.625,ثقة
جيد,0.617,ثقة
غفران,0.617,ثقة
أثني,0.617,ثقة
نعتز به,0.617,ثقة
أساسي,0.617,ثقة
النصيحة,0.617,ثقة
موضوعي,0.617,ثقة
التفاؤل,0.617,ثقة
وصية,0.617,ثقة
الصفات,0.617,ثقة
ملاذ,0.617,ثقة
بطلة,0.617,ثقة
باستمرار,0.617,ثقة
تقدير,0.617,ثقة
منتصر,0.617,ثقة
اتفاق,0.617,ثقة
طمأن,0.617,ثقة
هدنة,0.617,ثقة
وقور,0.617,ثقة
علم,0.617,ثقة
الله,0.617,ثقة
يثبت,0.617,ثقة
مؤمن,0.617,ثقة
لا يرقى إليه الشك,0.617,ثقة
ضمانة,0.617,ثقة
منتبه,0.617,ثقة
الإنجيل,0.617,ثقة
حجر الأساس,0.617,ثقة
approvement,0.617,ثقة
تخطيط,0.617,ثقة
معقول,0.617,ثقة
عاطفي,0.617,ثقة
السعيدة,0.609,ثقة
جليسه اطفال,0.609,ثقة
متألق,0.609,ثقة
مدح,0.609,ثقة
نهائي,0.609,ثقة
تراعي,0.609,ثقة
كفيل,0.609,ثقة
الكتاب المقدس,0.609,ثقة
شفاء - يشفى,0.609,ثقة
جدير بالاطراء والثناء,0.609,ثقة
مضيف,0.609,ثقة
وعي,0.609,ثقة
ضابط,0.609,ثقة
طهارة,0.609,ثقة
تفوق,0.609,ثقة
حضارة,0.609,ثقة
ميل,0.609,ثقة
راحة,0.609,ثقة
روعة,0.609,ثقة
كاتب عدل,0.609,ثقة
تقدم,0.609,ثقة
وسيط,0.609,ثقة
سلم,0.609,ثقة
NO TRANSLATION,0.609,ثقة
نوصي,0.609,ثقة
شجاع,0.602,ثقة
يختبر,0.602,ثقة
ثابت,0.602,ثقة
تنوير,0.602,ثقة
سطع,0.602,ثقة
NO TRANSLATION,0.602,ثقة
تحقيق,0.602,ثقة
الشاهد,0.602,ثقة
تواضع,0.602,ثقة
ودي,0.602,ثقة
"معاون، مساعد، مفيد، فاعل خير",0.602,ثقة
تناظر,0.602,ثقة
لا يرقى إليه الشك,0.602,ثقة
سلام,0.602,ثقة
تجاوز,0.602,ثقة
راحة نفسية,0.602,ثقة
تعانق,0.602,ثقة
ربما,0.602,ثقة
عماد,0.602,ثقة
غير مشروط,0.602,ثقة
محروس,0.602,ثقة
تحديد,0.602,ثقة
تزوج,0.594,ثقة
منحة,0.594,ثقة
تعتمد,0.594,ثقة
مجاني,0.594,ثقة
الزوج,0.594,ثقة
الطمأنينة,0.594,ثقة
اليقظة,0.594,ثقة
وزارة,0.594,ثقة
تماما,0.594,ثقة
خيري,0.594,ثقة
بكل صراحة,0.594,ثقة
كريم - سخي,0.594,ثقة
تعزيز,0.594,ثقة
امتنان,0.594,ثقة
بدين,0.594,ثقة
إثبات,0.594,ثقة
أشاد ومدح,0.594,ثقة
أميرال,0.594,ثقة
وصي العرش,0.594,ثقة
حكيم,0.594,ثقة
تقدير,0.594,ثقة
تنوير,0.594,ثقة
ربوة,0.594,ثقة
توصية,0.594,ثقة
فعالة,0.594,ثقة
ممرضة,0.594,ثقة
حالم,0.594,ثقة
سخاء,0.594,ثقة
يقظة,0.594,ثقة
هبة,0.594,ثقة
مجلس,0.594,ثقة
حبيبة القلب,0.589,ثقة
يشهد,0.586,ثقة
هيبة,0.586,ثقة
هادئ,0.586,ثقة
لا يفتر,0.586,ثقة
شهادة,0.586,ثقة
قائمة تدقيق,0.586,ثقة
ميراث,0.586,ثقة
راهب,0.586,ثقة
إلهي,0.586,ثقة
الالتزام,0.586,ثقة
راسخ,0.586,ثقة
دستوري,0.586,ثقة
صيانة,0.586,ثقة
نظام داخلي,0.586,ثقة
المساعد,0.586,ثقة
سعيد,0.586,ثقة
جماعي,0.586,ثقة
جدير بالتقدير,0.586,ثقة
هتاف,0.586,ثقة
دبلوماسية,0.586,ثقة
تربوي,0.586,ثقة
زراعة,0.586,ثقة
شارك,0.586,ثقة
تتمتع,0.586,ثقة
ثبات,0.586,ثقة
إقناع,0.586,ثقة
تعيين,0.586,ثقة
قبيلة,0.586,ثقة
فوز,0.586,ثقة
رائع,0.586,ثقة
جميل,0.586,ثقة
أقدمية,0.586,ثقة
ملائكي,0.586,ثقة
طموح,0.586,ثقة
الآب,0.586,ثقة
زميل,0.586,ثقة
رصانة,0.586,ثقة
وقر,0.586,ثقة
مندوب,0.586,ثقة
ملاح,0.578,ثقة
كلب الحراسة,0.578,ثقة
الانصياع,0.578,ثقة
مرح,0.578,ثقة
جذاب,0.578,ثقة
القاضي,0.578,ثقة
لا يقبل الجدل,0.578,ثقة
محب الخير,0.578,ثقة
حذر,0.578,ثقة
طائفة,0.578,ثقة
التعايش,0.578,ثقة
نزاهة,0.578,ثقة
غير مفند,0.578,ثقة
مستقيم,0.578,ثقة
موثوق,0.578,ثقة
الهيكلي,0.578,ثقة
مقتنع,0.578,ثقة
ابتسامة,0.578,ثقة
قائد,0.578,ثقة
مطيع,0.578,ثقة
مأوى,0.578,ثقة
إحياء,0.578,ثقة
دكتور جامعى,0.578,ثقة
أعشق,0.578,ثقة
مصدقة,0.578,ثقة
دقيق,0.57,ثقة
مستشار,0.57,ثقة
تكملة,0.57,ثقة
تأييد,0.57,ثقة
"طاهر، نظيف جدا، منظم جدا",0.57,ثقة
نسبيا,0.57,ثقة
رسول,0.57,ثقة
NO TRANSLATION,0.57,ثقة
الضامة,0.57,ثقة
تأمين,0.57,ثقة
معقول,0.57,ثقة
شاور,0.57,ثقة
متواضع,0.57,ثقة
قياس,0.57,ثقة
طيار,0.57,ثقة
متعاون,0.57,ثقة
نصيحة,0.57,ثقة
عناق,0.57,ثقة
مرسوم,0.57,ثقة
بوصلة,0.57,ثقة
يرشد,0.57,ثقة
أبدي,0.57,ثقة
الالتزام,0.57,ثقة
حاسم,0.57,ثقة
سماوي,0.57,ثقة
المالك,0.57,ثقة
وفرة,0.57,ثقة
العاملة في المستشفي,0.57,ثقة
لا لبس فيه,0.57,ثقة
المتطوعين,0.57,ثقة
نسب,0.57,ثقة
بلا جدال,0.57,ثقة
وثيقة الصلة,0.562,ثقة
ورع,0.562,ثقة
قابل للشفاء,0.562,ثقة
تبصر,0.562,ثقة
مجمع,0.562,ثقة
يعترف,0.562,ثقة
ممتع,0.562,ثقة
قوي,0.562,ثقة
حصن,0.562,ثقة
لافت للنظر,0.562,ثقة
يحتوى,0.562,ثقة
نظيف,0.562,ثقة
رفع,0.562,ثقة
تعويض,0.562,ثقة
حبهم,0.562,ثقة
هيئة المحلفين,0.562,ثقة
فقيه,0.562,ثقة
مهدئ,0.562,ثقة
التنسيق,0.562,ثقة
تماسك,0.562,ثقة
صراحة,0.562,ثقة
قوي,0.562,ثقة
معجزة,0.562,ثقة
فهرس أبجدي,0.562,ثقة
نشيد,0.562,ثقة
جائزة,0.562,ثقة
رسولي,0.562,ثقة
النجاح,0.562,ثقة
حيوية,0.562,ثقة
أمين صندوق,0.562,ثقة
حفظ,0.562,ثقة
كسب,0.562,ثقة
قابلة,0.555,ثقة
تقدير,0.555,ثقة
عبادة,0.555,ثقة
ثابت,0.555,ثقة
بصيرة,0.555,ثقة
تصويت,0.555,ثقة
زرع,0.555,ثقة
نزيه,0.555,ثقة
إضاءة,0.555,ثقة
سياره اسعاف,0.555,ثقة
الإجمالية,0.555,ثقة
ينجح,0.555,ثقة
توفير,0.555,ثقة
مخضرم,0.555,ثقة
صبر,0.555,ثقة
نبي,0.555,ثقة
مدرب حافلة ركاب,0.555,ثقة
حدس,0.555,ثقة
تصالح,0.555,ثقة
مدافع,0.555,ثقة
التأم,0.555,ثقة
توسط,0.555,ثقة
الأولوية,0.555,ثقة
انسجام,0.555,ثقة
رفيق,0.555,ثقة
جمع شمل,0.555,ثقة
مجدد,0.555,ثقة
معد,0.555,ثقة
فيزيائي,0.555,ثقة
مؤثر,0.555,ثقة
كثف,0.555,ثقة
عظمة,0.555,ثقة
إدراجه,0.555,ثقة
مدقق حسابات,0.555,ثقة
تأمل,0.555,ثقة
مخطوبة,0.555,ثقة
فخور,0.547,ثقة
تزود,0.547,ثقة
مصالحة,0.547,ثقة
اسلاف,0.547,ثقة
حرية,0.547,ثقة
متين,0.547,ثقة
منيع,0.547,ثقة
حصيف,0.547,ثقة
استدعاء,0.547,ثقة
جذاب,0.547,ثقة
بيان,0.547,ثقة
نبتهج,0.547,ثقة
يشجع,0.547,ثقة
شاهد عيان,0.547,ثقة
منتشر,0.547,ثقة
ضمانات,0.547,ثقة
ودود,0.547,ثقة
خلاص,0.547,ثقة
استقلال,0.547,ثقة
حكم,0.547,ثقة
غفر,0.547,ثقة
آمر,0.547,ثقة
دير,0.547,ثقة
تعزيز,0.547,ثقة
القانون,0.547,ثقة
سجل,0.547,ثقة
معتدل,0.547,ثقة
NO TRANSLATION,0.547,ثقة
استعداد,0.547,ثقة
تراث,0.547,ثقة
تسجيل الأحداث,0.539,ثقة
NO TRANSLATION,0.539,ثقة
طاقم,0.539,ثقة
معهد,0.539,ثقة
تصفيق,0.539,ثقة
هندسة معمارية,0.539,ثقة
واضح,0.539,ثقة
التعافي,0.539,ثقة
لا يضاهى,0.539,ثقة
ذو صلة,0.539,ثقة
متجاوب,0.539,ثقة
NO TRANSLATION,0.539,ثقة
تعليمات,0.539,ثقة
حدد,0.539,ثقة
لذيذ,0.539,ثقة
مضاد سمي,0.539,ثقة
اعترف,0.539,ثقة
المزامير,0.539,ثقة
القدرة على الاحتمال,0.539,ثقة
أغلبية,0.539,ثقة
تلقيح,0.539,ثقة
في احسن الاحوال,0.539,ثقة
طاعة,0.539,ثقة
بارز,0.539,ثقة
عفة,0.539,ثقة
المسئول عن النظام,0.539,ثقة
NO TRANSLATION,0.539,ثقة
الانتظام,0.539,ثقة
الأجداد,0.539,ثقة
صامد,0.539,ثقة
حريص,0.539,ثقة
تطمح,0.539,ثقة
ظريف,0.539,ثقة
تعزيزات,0.539,ثقة
معادل,0.539,ثقة
مفخم,0.539,ثقة
مستشفى,0.531,ثقة
تقاعد,0.531,ثقة
السعي,0.531,ثقة
تهذيب,0.531,ثقة
صريح,0.531,ثقة
الفعل,0.531,ثقة
