tweet,label,clean_tweet,clean_tweet_no_stop,clean_tweet_lemitized,clean_tweet_stemmed,lexicon_score_anger,lexicon_score_fear,lexicon_score_joy,lexicon_score_sadness
الدول العربية مثيره للشفقة لا تتحد الاضد بعضها البعض ولا تحارب الابعضها البعض \n\nفا ياأمة ضحكت على جهلها الامم,sadness,الدول العربية مثيره للشفقة لا تتحد الاضد بعضها البعض ولا تحارب الابعضها البعض فا ياأمة ضحكت على جهلها الامم,الدول العربية مثيره للشفقة  تتحد الاضد بعضها البعض  تحارب الابعضها البعض فا ياأمة ضحكت  جهلها الامم,الدول العربية مثيره للشفقة تتحد الاضد بعضها البعض تحارب الابعضها البعض فا ياأمة ضحكت جهلها الامم,دول عرب ثير شفق تحد اضد بعض بعض حرب بعض بعض فا يأم ضحك جهل امم,1.286,1.4420000000000002,0.8240000000000001,0.7340000000000001
أوجع لحظة لما تنسأل عن صاحب كنت دايماً تتباهى فيه وقتها عقلك يحكي يالله جاوب ، صاحبي خيبة أمل ولا صاحبي مو صاحب؟.,sadness,أوجع لحظة لما تنسأل عن صاحب كنت دايما تتباهى فيه وقتها عقلك يحكي يالله جاوب  صاحبي خيبة أمل ولا صاحبي مو صاحب,أوجع لحظة  تنسأل  صاحب كنت دايما تتباهى  وقتها عقلك يحكي يالله جاوب  صاحبي خيبة أمل  صاحبي مو صاحب,أوجع لحظة تنسأل صاحب كنت دايما تتباهى وقتها عقلك يحكي يالله جاوب صاحبي خيبة أمل صاحبي مو صاحب,وجع لحظ سأل صحب كنت داي بهى وقت عقل يحك يلل جوب صحب خيب امل صحب مو صحب,0.0,0.0,0.0,0.531
ودي اغرد في فرح مليت وأنا اغرد حزين #حزني_أنيق,sadness,ودي اغرد في فرح مليت وأنا اغرد حزين  حزنيأنيق,ودي اغرد  فرح مليت وأنا اغرد حزين  حزنيأنيق,ودي اغرد فرح مليت وأنا اغرد حزين حزنيأنيق,ودي غرد فرح ليت وأن غرد حزن حزنيأنيق,0.0,0.472,1.612,1.171
انا اكتر حاجه بكرها اني اكون سبب في زعل حد خوفي من انه ميسامحنيش دي بترعبني,sadness,انا اكتر حاجه بكرها اني اكون سبب في زعل حد خوفي من انه ميسامحنيش دي بترعبني,انا اكتر حاجه بكرها اني اكون سبب  زعل حد خوفي  انه ميسامحنيش دي بترعبني,انا اكتر حاجه بكرها اني اكون سبب زعل حد خوفي انه ميسامحنيش دي بترعبني,انا كتر حجه بكر اني اكن سبب زعل حد خوف انه ميسامحنيش دي رعب,1.7189999999999999,1.751,0.531,0.7190000000000001
طهر قلوبنا يا الله من كل حزن لا نقوى على وجعه #تنهيدة,sadness,طهر قلوبنا يا الله من كل حزن لا نقوى على وجعه  تنهيدة,طهر قلوبنا  الله   حزن  نقوى  وجعه  تنهيدة,طهر قلوبنا الله حزن نقوى وجعه تنهيدة,طهر قلب الل حزن نقى وجع نهد,0.0,0.375,0.956,1.395
ايش #الجديد\nليه #آنا#حزينه ؟!  \nماتعودت ع الفرحة تتم \nولا عمره تحقق لي #حلم,sadness,ايش  الجديدليه  آنا حزينه   ماتعودت ع الفرحة تتم ولا عمره تحقق لي  حلم,ايش  الجديدليه  آنا حزينه   ماتعودت  الفرحة تتم  عمره تحقق   حلم,ايش الجديدليه آنا حزينه ماتعودت الفرحة تتم عمره تحقق حلم,ايش جديدل انا حزن ماتعود فرح تتم عمر حقق حلم,0.0,0.375,1.908,0.8640000000000001
ما أنا من كتر أوجاعي بخاف أوصف مشاعري لحد، بخاف على بكرا من بكرا، وأخاف دايماً أنا من الجاي، و قلبي مات على فكره لكنه مُصًّر يظهر حي..💔,sadness,ما أنا من كتر أوجاعي بخاف أوصف مشاعري لحد بخاف على بكرا من بكرا وأخاف دايما أنا من الجاي و قلبي مات على فكره لكنه مصر يظهر حي,   كتر أوجاعي بخاف أوصف مشاعري لحد بخاف  بكرا  بكرا وأخاف دايما   الجاي  قلبي مات  فكره لكنه مصر يظهر حي,كتر أوجاعي بخاف أوصف مشاعري لحد بخاف بكرا بكرا وأخاف دايما الجاي قلبي مات فكره لكنه مصر يظهر حي,كتر وجع بخف وصف شعر لحد بخف بكر بكر أخف داي جاي قلب مات فكر لكن مصر ظهر حي,0.0,0.0,2.124,1.4369999999999998
أنا منهك لا حزين ولا تعيس لا ضجر لا ساخط لا جازع بس منهك لصعوبة مرور هالأيام وكأنها اتخذت من كبدي ممشى بخطوات ركيكة,sadness,أنا منهك لا حزين ولا تعيس لا ضجر لا ساخط لا جازع بس منهك لصعوبة مرور هالأيام وكأنها اتخذت من كبدي ممشى بخطوات ركيكة, منهك  حزين  تعيس  ضجر  ساخط  جازع  منهك لصعوبة مرور هالأيام وكأنها اتخذت  كبدي ممشى بخطوات ركيكة,منهك حزين تعيس ضجر ساخط جازع منهك لصعوبة مرور هالأيام وكأنها اتخذت كبدي ممشى بخطوات ركيكة,نهك حزن تعس ضجر سخط جزع نهك صعب رور هالأيام وكأ تخذ كبد مشى خطو ركك,0.9440000000000002,0.375,0.0,1.348
أسوء شخص هو من يحبك ويبخل عليك بلحظة سعادة وتتساءل كيف اجتمع الحب والجفاء في قلب واحد وكيف يعذب الإنسان قلبا أحبه #قسوة,sadness,أسوء شخص هو من يحبك ويبخل عليك بلحظة سعادة وتتساءل كيف اجتمع الحب والجفاء في قلب واحد وكيف يعذب الإنسان قلبا أحبه  قسوة,أسوء شخص   يحبك ويبخل  بلحظة سعادة وتتساءل  اجتمع الحب والجفاء  قلب  وكيف يعذب الإنسان قلبا أحبه  قسوة,أسوء شخص يحبك ويبخل بلحظة سعادة وتتساءل اجتمع الحب والجفاء قلب وكيف يعذب الإنسان قلبا أحبه قسوة,اسء شخص يحب بخل لحظ سعد سءل جمع لحب جفء قلب وكف عذب انس قلب احب قسة,0.0,0.0,1.094,0.0
ودي أنا أضحك وأترك الهم وأرتاح\nوش لـه أضيق خلق من #تابعـونـي\n.\nناسٍ تبي شعر الغزل كله #أفراح\nوأنا الشعر كلـه #حـزين_بعيـونـي,sadness,ودي أنا أضحك وأترك الهم وأرتاحوش لـه أضيق خلق من  تابعـونـيناس تبي شعر الغزل كله  أفراحوأنا الشعر كلـه  حـزينبعيـونـي,ودي  أضحك وأترك الهم وأرتاحوش لـه أضيق خلق   تابعـونـيناس تبي شعر الغزل كله  أفراحوأنا الشعر كلـه  حـزينبعيـونـي,ودي أضحك وأترك الهم وأرتاحوش لـه أضيق خلق تابعـونـيناس تبي شعر الغزل كله أفراحوأنا الشعر كلـه حـزينبعيـونـي,ودي اضح أتر لهم وأرتاحوش لـه اضق خلق تابعـونـيناس تبي شعر غزل كله رحأ شعر كلـ حـزينبعيـونـي,0.0,0.09699999999999999,0.47600000000000003,0.307
#امي #أخاف من الحياة بدونك,sadness, امي  أخاف من الحياة بدونك, امي  أخاف  الحياة بدونك,امي أخاف الحياة بدونك,امي اخف حية بدن,0.0,0.0,0.0,0.0
"لعنة الله على عرب أردنا لهم الحياة فأرادو لنا الموت ذل وهوان كبير وصل لدرجة أن الكلب غضب واستنكر ""بئس بحق"" #مجزرة_خان_شيخون",sadness,لعنة الله على عرب أردنا لهم الحياة فأرادو لنا الموت ذل وهوان كبير وصل لدرجة أن الكلب غضب واستنكر بئس بحق  مجزرةخانشيخون,لعنة الله  عرب أردنا  الحياة فأرادو  الموت ذل وهوان كبير وصل لدرجة  الكلب غضب واستنكر  بحق  مجزرةخانشيخون,لعنة الله عرب أردنا الحياة فأرادو الموت ذل وهوان كبير وصل لدرجة الكلب غضب واستنكر بحق مجزرةخانشيخون,لعن الل عرب ارد حية أردو موت ذل وهو كبر وصل درج كلب غضب نكر بحق مجزرةخانشيخ,0.9640000000000001,0.0,0.0,0.0
لماذا لم تعطيني فرصة لماذا كل ما تذكرت انك كنتي أمامي قريبة جدا ومع ذلك كنت أخشاك أحس بالحسرة يالها من قسوة لقد حرمتني حتى كلامك ورؤيتك 💔 💔,sadness,لماذا لم تعطيني فرصة لماذا كل ما تذكرت انك كنتي أمامي قريبة جدا ومع ذلك كنت أخشاك أحس بالحسرة يالها من قسوة لقد حرمتني حتى كلامك ورؤيتك  ,لماذا  تعطيني فرصة لماذا   تذكرت انك كنتي أمامي قريبة جدا ومع  كنت أخشاك أحس بالحسرة يالها  قسوة لقد حرمتني  كلامك ورؤيتك  ,لماذا تعطيني فرصة لماذا تذكرت انك كنتي أمامي قريبة جدا ومع كنت أخشاك أحس بالحسرة يالها قسوة لقد حرمتني كلامك ورؤيتك,لمذ تعط فرص لمذ ذكر انك كنت ممي قرب جدا ومع كنت خشك احس حسر يال قسة لقد حرم كلم ورؤ,0.0,0.0,0.552,0.43799999999999994
إستخدام لغة جديدة في هذه الحرب إنما يدل على أنه يراد لهذه الأزمة أن لا تنتهي و وصول الإعلام لهذه المرحلة من الإنحطاط نذير شؤم,sadness,إستخدام لغة جديدة في هذه الحرب إنما يدل على أنه يراد لهذه الأزمة أن لا تنتهي و وصول الإعلام لهذه المرحلة من الإنحطاط نذير شؤم,إستخدام لغة جديدة   الحرب  يدل  أنه يراد لهذه الأزمة   تنتهي  وصول الإعلام لهذه المرحلة  الإنحطاط نذير شؤم,إستخدام لغة جديدة الحرب يدل أنه يراد لهذه الأزمة تنتهي وصول الإعلام لهذه المرحلة الإنحطاط نذير شؤم,خدم لغة جدد حرب يدل انه يرد لهذ ازم نهي وصل علم لهذ رحل حطط نذر شؤم,0.7340000000000001,1.52,0.594,1.1560000000000001
لم يعد البكاء يعرف كيف يذيب جبل الملح هذا إني أخاف أن أبكي ولا أستطيع السكوت بعدها,sadness,لم يعد البكاء يعرف كيف يذيب جبل الملح هذا إني أخاف أن أبكي ولا أستطيع السكوت بعدها, يعد البكاء يعرف  يذيب جبل الملح  إني أخاف  أبكي  أستطيع السكوت بعدها,يعد البكاء يعرف يذيب جبل الملح إني أخاف أبكي أستطيع السكوت بعدها,يعد بكء عرف يذب جبل ملح اني اخف ابك طيع سكت بعد,0.359,0.469,0.25,0.5
#ضغط ضغط نفسي عصبي وجسدي بجد مش قادرة اكمل اللهم توفيق يا رب قويني #اللهم_احسن_خاتمتنا #Ayca H M,sadness, ضغط ضغط نفسي عصبي وجسدي بجد مش قادرة اكمل اللهم توفيق يا رب قويني  اللهماحسنخاتمتنا    , ضغط ضغط نفسي عصبي وجسدي بجد مش قادرة اكمل اللهم توفيق  رب قويني  اللهماحسنخاتمتنا    ,ضغط ضغط نفسي عصبي وجسدي بجد مش قادرة اكمل اللهم توفيق رب قويني اللهماحسنخاتمتنا,ضغط ضغط نفس عصب جسد بجد مش قدر كمل لهم وفق رب قوي لهماحسنخاتمت,0.8619999999999999,0.312,0.8280000000000001,0.0
الحقيقه انو من بداية الاجازه محد سأل عني.. #جرح#مجروحه#حزينه#اصلاًعادي,sadness,الحقيقه انو من بداية الاجازه محد سأل عني  جرح مجروحه حزينه اصلاعادي,الحقيقه انو  بداية الاجازه محد سأل عني  جرح مجروحه حزينه اصلاعادي,الحقيقه انو بداية الاجازه محد سأل عني جرح مجروحه حزينه اصلاعادي,حقق انو بدي جزه محد سأل عني جرح جرح حزن اصلاعادي,1.272,1.751,0.5,2.24
بس حاليا هما متجوزين وبيشربوا drugs سوا !!\nالموضوع مرعب صراحة ومحزن جدا والله بالنسبالي\nمش دايما الكويس بيقدر يحسن من اللي معاه,sadness,بس حاليا هما متجوزين وبيشربوا  سوا الموضوع مرعب صراحة ومحزن جدا والله بالنسباليمش دايما الكويس بيقدر يحسن من اللي معاه, حاليا  متجوزين وبيشربوا  سوا الموضوع مرعب  ومحزن جدا والله بالنسباليمش دايما الكويس بيقدر يحسن  اللي معاه,حاليا متجوزين وبيشربوا سوا الموضوع مرعب ومحزن جدا والله بالنسباليمش دايما الكويس بيقدر يحسن اللي معاه,حال تجز شرب سوا وضع رعب محز جدا ولل نسباليمش داي كوس قدر يحس الل عاه,0.75,0.9229999999999999,0.0,0.7190000000000001
حزن الصاحب معدي فما بالك بحزن الحبيب إنه مميت وليس معدي فقط اللهم قلبه*,sadness,حزن الصاحب معدي فما بالك بحزن الحبيب إنه مميت وليس معدي فقط اللهم قلبه,حزن الصاحب معدي فما بالك بحزن الحبيب  مميت وليس معدي فقط اللهم قلبه,حزن الصاحب معدي فما بالك بحزن الحبيب مميت وليس معدي فقط اللهم قلبه,حزن صحب عدي فما بلك بحز حبب ميت وليس عدي فقط لهم قلب,0.0,1.156,0.547,1.661
"مهما وصل وجعي من أي إنسان ماعمري فكرت اضره مو ضعف , بس عندي قناعه إن ربي يبتلي كل شخص بنفس اللي سواه بغيره 😞.",sadness,مهما وصل وجعي من أي إنسان ماعمري فكرت اضره مو ضعف  بس عندي قناعه إن ربي يبتلي كل شخص بنفس اللي سواه بغيره , وصل وجعي   إنسان ماعمري فكرت اضره مو ضعف   عندي قناعه  ربي يبتلي  شخص بنفس اللي سواه بغيره ,وصل وجعي إنسان ماعمري فكرت اضره مو ضعف عندي قناعه ربي يبتلي شخص بنفس اللي سواه بغيره,وصل وجع انس اعمر فكر اضر مو ضعف عند قنع ربي بلي شخص نفس الل سوه بغر,0.0,0.0,0.0,1.0470000000000002
أقسى شعور أن تحبس دموعك أمام من دمر حياتك لأنك مجبر على التعايش معه #غربة_مشاعر,sadness,أقسى شعور أن تحبس دموعك أمام من دمر حياتك لأنك مجبر على التعايش معه  غربةمشاعر,أقسى شعور  تحبس دموعك   دمر حياتك لأنك مجبر  التعايش معه  غربةمشاعر,أقسى شعور تحبس دموعك دمر حياتك لأنك مجبر التعايش معه غربةمشاعر,قسى شعر حبس دمع دمر حيت لأن جبر عيش معه غربةمشاعر,1.319,1.299,0.0,1.428
غريب انك مش لقى كلام تقولة رغب كل الجروح الى فيك 😢😢,sadness,غريب انك مش لقى كلام تقولة رغب كل الجروح الى فيك ,غريب انك مش لقى كلام تقولة رغب  الجروح الى فيك ,غريب انك مش لقى كلام تقولة رغب الجروح الى فيك,غرب انك مش لقى كلم قول رغب جرح الى فيك,0.636,0.688,0.0,0.688
وانا اقول بعيد فيه وقت 😭 😭 #جرح #حزن #كآبه #انهيار,sadness,وانا اقول بعيد فيه وقت    جرح  حزن  كآبه  انهيار,وانا اقول بعيد  وقت    جرح  حزن  كآبه  انهيار,وانا اقول بعيد وقت جرح حزن كآبه انهيار,ونا اقل بعد وقت جرح حزن كآب هير,0.995,1.532,0.0,2.052
انا مش لاقية اي تفسير لحالة الممل و الكآبة المنتشرة علي مخاليق ربنا كلها دي,sadness,انا مش لاقية اي تفسير لحالة الممل و الكآبة المنتشرة علي مخاليق ربنا كلها دي,انا مش لاقية اي تفسير لحالة الممل  الكآبة المنتشرة علي مخاليق ربنا كلها دي,انا مش لاقية اي تفسير لحالة الممل الكآبة المنتشرة علي مخاليق ربنا كلها دي,انا مش لقي اي فسر لحل ممل كآب نشر علي مخاليق ربن كله دي,0.0,0.0,0.0,0.297
@Hnada97 @3omarHani الماتش اللي فات محبط جداً مش كده يعني,sadness,  الماتش اللي فات محبط جدا مش كده يعني,  الماتش اللي فات محبط جدا مش كده يعني,الماتش اللي فات محبط جدا مش كده يعني,اتش الل فات حبط جدا مش كده يعن,0.0,0.0,0.0,0.0
كان يقول احبك وهو مع غيري ملتهي و بأشد حزني اشوفه دايم يضحك واذا اشتقت له ابتعد عن اي حب يا جاهل تتكلم,sadness,كان يقول احبك وهو مع غيري ملتهي و بأشد حزني اشوفه دايم يضحك واذا اشتقت له ابتعد عن اي حب يا جاهل تتكلم, يقول احبك   غيري ملتهي  بأشد حزني اشوفه دايم يضحك واذا اشتقت  ابتعد  اي حب  جاهل تتكلم,يقول احبك غيري ملتهي بأشد حزني اشوفه دايم يضحك واذا اشتقت ابتعد اي حب جاهل تتكلم,يقل احب غير لهي أشد حزن اشف ديم يضح وذا شقت بعد اي حب جهل كلم,0.359,0.844,0.828,1.364
أرقام مخيفة تكشف الواقع التعيس والمظلم لشعب الإيراني والحكومة الإيرانية تنفق مليارات على المنظمات الإرهابية فعلا لحظة تأمل لشعب تعيس,sadness,أرقام مخيفة تكشف الواقع التعيس والمظلم لشعب الإيراني والحكومة الإيرانية تنفق مليارات على المنظمات الإرهابية فعلا لحظة تأمل لشعب تعيس,أرقام مخيفة تكشف الواقع التعيس والمظلم لشعب الإيراني والحكومة الإيرانية تنفق مليارات  المنظمات الإرهابية فعلا لحظة تأمل لشعب تعيس,أرقام مخيفة تكشف الواقع التعيس والمظلم لشعب الإيراني والحكومة الإيرانية تنفق مليارات المنظمات الإرهابية فعلا لحظة تأمل لشعب تعيس,رقم خيف كشف وقع تعس ظلم شعب اير حكم يرن نفق لير نظم رهب فعل لحظ أمل شعب تعس,0.603,1.032,0.586,0.812
انا غضبانه منهم اغضبوا ولا تخطئوا دا حقك ازعل بس اوعى في يوم تكون زيهم حط المسيح قدامك علشان تعرف تعيش هو قدوتك,sadness,انا غضبانه منهم اغضبوا ولا تخطئوا دا حقك ازعل بس اوعى في يوم تكون زيهم حط المسيح قدامك علشان تعرف تعيش هو قدوتك,انا غضبانه منهم اغضبوا  تخطئوا دا حقك ازعل  اوعى  يوم تكون زيهم حط المسيح قدامك علشان تعرف تعيش  قدوتك,انا غضبانه منهم اغضبوا تخطئوا دا حقك ازعل اوعى يوم تكون زيهم حط المسيح قدامك علشان تعرف تعيش قدوتك,انا غضب نهم غضب خطئ دا حقك زعل وعى يوم تكون زيهم حط سيح قدم علش عرف تعش قدت,2.826,0.484,0.0,0.391
امتلك شعورين دايما معك نصف يحبك و نصف نابذك تماما مثل محاولتي لتخطيك و شعور كبير بالحسرة على الايام اللي تضيع بدونك,sadness,امتلك شعورين دايما معك نصف يحبك و نصف نابذك تماما مثل محاولتي لتخطيك و شعور كبير بالحسرة على الايام اللي تضيع بدونك,امتلك شعورين دايما معك نصف يحبك  نصف نابذك تماما  محاولتي لتخطيك  شعور كبير بالحسرة  الايام اللي تضيع بدونك,امتلك شعورين دايما معك نصف يحبك نصف نابذك تماما محاولتي لتخطيك شعور كبير بالحسرة الايام اللي تضيع بدونك,ملك شعر داي معك نصف يحب نصف نبذ تما حال تخط شعر كبر حسر ايم الل تضع بدن,0.0,0.0,0.0,0.0
#وجع_قلب\nالقلب لو مات مش هيحس بوجع الجرح\nالموت راحة\nتأكد الكلمة القاسية اللي بتخرج من اللسان بيكون مستخبي وراها قلب بينزف,sadness, وجعقلبالقلب لو مات مش هيحس بوجع الجرحالموت راحةتأكد الكلمة القاسية اللي بتخرج من اللسان بيكون مستخبي وراها قلب بينزف, وجعقلبالقلب  مات مش هيحس بوجع الجرحالموت راحةتأكد الكلمة القاسية اللي بتخرج  اللسان بيكون مستخبي وراها قلب بينزف,وجعقلبالقلب مات مش هيحس بوجع الجرحالموت راحةتأكد الكلمة القاسية اللي بتخرج اللسان بيكون مستخبي وراها قلب بينزف,وجعقلبالقلب مات مش هيحس وجع جرحالموت راحةتأكد كلم قسي الل خرج لسن بيك خبي ورا قلب نزف,0.0,0.807,0.547,2.187
يارب أشفي أمي من كل آلم ومن كل وجع اللهم أسعدها وأرزقها الرأحه وأطل بعمرها❤️❤️,sadness,يارب أشفي أمي من كل آلم ومن كل وجع اللهم أسعدها وأرزقها الرأحه وأطل بعمرها,يارب أشفي أمي   آلم   وجع اللهم أسعدها وأرزقها الرأحه وأطل بعمرها,يارب أشفي أمي آلم وجع اللهم أسعدها وأرزقها الرأحه وأطل بعمرها,يرب اشف امي الم وجع لهم سعد أرزق رأح أطل عمر,0.0,0.594,0.0,1.25
لاتعلقني بالدنيا لا حب ولا حنيه :(,sadness,لاتعلقني بالدنيا لا حب ولا حنيه ,لاتعلقني بالدنيا  حب  حنيه ,لاتعلقني بالدنيا حب حنيه,علق دنا حب حنه,0.0,0.0,0.828,0.0
#حاله_طوارئ\nالوضع بمركز اورام #المنصوره مفيش دم و لا صفايح بمعني التلاجات فاضيه والاطفال مستنيه تبرع #انقذوهم وضعهم بيتدهور #بحزن_لما_اشوف,sadness, حالهطوارئالوضع بمركز اورام  المنصوره مفيش دم و لا صفايح بمعني التلاجات فاضيه والاطفال مستنيه تبرع  انقذوهم وضعهم بيتدهور  بحزنلمااشوف, حالهطوارئالوضع بمركز اورام  المنصوره مفيش دم   صفايح بمعني التلاجات فاضيه والاطفال مستنيه تبرع  انقذوهم وضعهم بيتدهور  بحزنلمااشوف,حالهطوارئالوضع بمركز اورام المنصوره مفيش دم صفايح بمعني التلاجات فاضيه والاطفال مستنيه تبرع انقذوهم وضعهم بيتدهور بحزنلمااشوف,حالهطوارئالوضع ركز ورم نصر فيش دم صفيح بمع تلج فضي طفل نيه برع قذو وضع دهر بحزنلمااشوف,0.0,1.291,0.515,0.7809999999999999
صراحة جيت حتى جاوب بس ما حبيت كون ساذج التفكير #حسرة اني ما عرفت النتيجة,sadness,صراحة جيت حتى جاوب بس ما حبيت كون ساذج التفكير  حسرة اني ما عرفت النتيجة, جيت  جاوب   حبيت كون ساذج التفكير  حسرة اني  عرفت النتيجة,جيت جاوب حبيت كون ساذج التفكير حسرة اني عرفت النتيجة,جيت جوب حبت كون سذج فكر حسر اني عرف نتج,0.0,0.0,0.0,0.0
كف عن البكاء يا حبيبي أنت تقطعني لم يأبه لما قالت واستمر ينثر الكآبة بصمت حزين لا يرى أمامه سوى ذكريات من الماضي الأليم,sadness,كف عن البكاء يا حبيبي أنت تقطعني لم يأبه لما قالت واستمر ينثر الكآبة بصمت حزين لا يرى أمامه سوى ذكريات من الماضي الأليم,كف  البكاء  حبيبي  تقطعني  يأبه  قالت واستمر ينثر الكآبة بصمت حزين  يرى أمامه  ذكريات  الماضي الأليم,كف البكاء حبيبي تقطعني يأبه قالت واستمر ينثر الكآبة بصمت حزين يرى أمامه ذكريات الماضي الأليم,كف بكء حبب قطع يأب قلت سمر نثر كآب بصم حزن يرى ممه ذكر اضي الم,0.485,1.4529999999999998,0.0,2.005
سبحان الله لا نتذكر الفساد إلا مع المصائب وش ذنب عائلة تضيع بسبب إهمال مقاول وفساد مسؤول #فاجعة_بالقرن,sadness,سبحان الله لا نتذكر الفساد إلا مع المصائب وش ذنب عائلة تضيع بسبب إهمال مقاول وفساد مسؤول  فاجعةبالقرن, الله  نتذكر الفساد   المصائب وش ذنب عائلة تضيع بسبب إهمال مقاول وفساد مسؤول  فاجعةبالقرن,الله نتذكر الفساد المصائب وش ذنب عائلة تضيع بسبب إهمال مقاول وفساد مسؤول فاجعةبالقرن,الل ذكر فسد صئب وش ذنب عئل تضع سبب همل قال فسد سؤل فاجعةبالقرن,1.4280000000000002,1.344,0.0,1.3119999999999998
في زمن للأسف الي يتكلموا فيه بإسم الدين هما أقل ناس علما في الدين ناس تشكك في الحجاب في الصلاة وغيرها أحكام تنصرف عالرايحة والجاية #محزن,sadness,في زمن للأسف الي يتكلموا فيه بإسم الدين هما أقل ناس علما في الدين ناس تشكك في الحجاب في الصلاة وغيرها أحكام تنصرف عالرايحة والجاية  محزن, زمن للأسف الي يتكلموا  بإسم الدين   ناس علما  الدين ناس تشكك  الحجاب  الصلاة وغيرها أحكام تنصرف عالرايحة والجاية  محزن,زمن للأسف الي يتكلموا بإسم الدين ناس علما الدين ناس تشكك الحجاب الصلاة وغيرها أحكام تنصرف عالرايحة والجاية محزن,زمن اسف الي كلم إسم دين ناس علم دين ناس تشك حجب صلة وغر حكم صرف عالرايحة جية حزن,0.0,0.719,0.726,1.6460000000000001
خيبة الامل بتهزمك اكتر من الانتظار 😌,sadness,خيبة الامل بتهزمك اكتر من الانتظار ,خيبة الامل بتهزمك اكتر  الانتظار ,خيبة الامل بتهزمك اكتر الانتظار,خيب امل هزم كتر نظر,0.0,0.0,0.0,0.75
الثقه الكبيره نهايتها ندم عميق جدا وانكسار ماينجبر ابدا,sadness,الثقه الكبيره نهايتها ندم عميق جدا وانكسار ماينجبر ابدا,الثقه الكبيره نهايتها ندم عميق جدا وانكسار ماينجبر ابدا,الثقه الكبيره نهايتها ندم عميق جدا وانكسار ماينجبر ابدا,ثقه كبر نهي ندم عمق جدا كسر ماينجبر ابد,0.0,0.0,0.0,0.594
#مجزره_الكيماوي يبين أحدهم أنه يشعر بالفزع لما يحصل محاولا أن يبقي نفسه داخل نطاق الإنسانية ولكنه يجهل بأن الكثير من الحيوانات تشعر بالفزع,sadness, مجزرهالكيماوي يبين أحدهم أنه يشعر بالفزع لما يحصل محاولا أن يبقي نفسه داخل نطاق الإنسانية ولكنه يجهل بأن الكثير من الحيوانات تشعر بالفزع, مجزرهالكيماوي يبين أحدهم أنه يشعر بالفزع  يحصل محاولا  يبقي نفسه داخل نطاق الإنسانية ولكنه يجهل بأن الكثير  الحيوانات تشعر بالفزع,مجزرهالكيماوي يبين أحدهم أنه يشعر بالفزع يحصل محاولا يبقي نفسه داخل نطاق الإنسانية ولكنه يجهل بأن الكثير الحيوانات تشعر بالفزع,مجزرهالكيماوي يبن احد انه شعر فزع حصل حال يبق نفس دخل نطق سان ولك جهل بأن كثر حيو شعر فزع,1.176,1.7180000000000002,0.0,1.272
مدمن العزلة يخاف الاهتمام الزائد يتوتر لا يحسن التصرفيفسد كل شئ #عزلة,sadness,مدمن العزلة يخاف الاهتمام الزائد يتوتر لا يحسن التصرفيفسد كل شئ  عزلة,مدمن العزلة يخاف الاهتمام الزائد يتوتر  يحسن التصرفيفسد  شئ  عزلة,مدمن العزلة يخاف الاهتمام الزائد يتوتر يحسن التصرفيفسد شئ عزلة,دمن عزل يخف همم زئد وتر يحس تصرفيفسد شئ عزل,0.0,0.0,0.0,1.406
اهل العراق ليش زعلانين ع القتل و الظلم الي عايشين فيه \n\nمش انتو الي بعتو #صدام_حسين💔,sadness,اهل العراق ليش زعلانين ع القتل و الظلم الي عايشين فيه مش انتو الي بعتو  صدامحسين,اهل العراق ليش زعلانين  القتل  الظلم الي عايشين  مش انتو الي بعتو  صدامحسين,اهل العراق ليش زعلانين القتل الظلم الي عايشين مش انتو الي بعتو صدامحسين,اهل عرق ليش زعل قتل ظلم الي عيش مش نتو الي عتو صدامحس,1.969,1.869,0.0,1.6560000000000001
تنهيدة طويلة وبعدها يارب إنك تعلم وهم لايعلمون 🌸,sadness,تنهيدة طويلة وبعدها يارب إنك تعلم وهم لايعلمون ,تنهيدة طويلة وبعدها يارب إنك تعلم وهم لايعلمون ,تنهيدة طويلة وبعدها يارب إنك تعلم وهم لايعلمون,نهد طول بعد يرب انك علم وهم علم,0.765,0.891,0.424,1.016
"كانت تقول "" ممتلئة بك "" والآن أقول : "" كان الفراغ منك أجمل ما قد يحصل لي "" #حداد",sadness,كانت تقول  ممتلئة بك  والآن أقول   كان الفراغ منك أجمل ما قد يحصل لي   حداد,كانت تقول  ممتلئة   والآن أقول    الفراغ منك أجمل   يحصل    حداد,كانت تقول ممتلئة والآن أقول الفراغ منك أجمل يحصل حداد,كانت تقل ملئ ولآ اقل فرغ منك جمل حصل حدد,0.0,0.094,0.0,0.0
#الوجع اللي بيجيلك بعد نهاية قصة حب سببه ان قلبك ومشاعرك كانو راكنين عقلك علي جنب ودلوقتي رجع يشتغل ✋ ️ ✋ ️ #mahercomics_page,sadness, الوجع اللي بيجيلك بعد نهاية قصة حب سببه ان قلبك ومشاعرك كانو راكنين عقلك علي جنب ودلوقتي رجع يشتغل      , الوجع اللي بيجيلك  نهاية قصة حب سببه ان قلبك ومشاعرك كانو راكنين عقلك علي جنب ودلوقتي  يشتغل      ,الوجع اللي بيجيلك نهاية قصة حب سببه ان قلبك ومشاعرك كانو راكنين عقلك علي جنب ودلوقتي يشتغل,وجع الل يجل نهي قصة حب سبب ان قلب شعر كنو ركن عقل علي جنب دلق شغل,0.0,0.0,1.375,0.531
